Id,Price
4567,161486.1762047419
5925,128303.97882571735
960,139022.31987434722
3848,115458.65686611556
746,190023.2706589169
868,320074.5743748893
672,113800.56958792947
2471,218065.06399158
4510,122925.06705936046
8354,255631.90498026687
6393,158512.09190481677
13270,226114.04557221936
5250,313310.67744550307
16751,147559.05210207612
11404,130967.41196591967
10588,311895.63162226963
14925,208936.89627677828
6791,223477.10096313315
16097,192123.3118037645
16428,358838.5587017497
6945,335413.7303885872
3190,186371.6659744753
15709,442745.21528495604
13155,143359.07889758688
7675,192509.80298706662
14686,219719.83617613144
609,156375.5627114986
11155,169562.59641651547
10869,217458.46491127263
15742,181827.50864241784
9245,197254.6957493774
3340,159983.0473474575
2359,287185.15741511865
8070,207752.48458372723
13707,126052.0356083676
16079,282645.05840124865
15937,277229.842009472
14090,195459.74760715125
9008,203262.4274216932
16384,174973.52121484588
11657,232261.7823817879
13151,164474.54066241483
8990,151562.70476136755
11857,184303.87940672238
1565,171635.37788513352
8174,112554.6093014615
9247,244734.72536458579
10478,223165.38471082537
15509,151805.62613239154
8306,258537.77044341108
6642,183396.80838920578
7472,215176.76576367486
15989,140924.2942060457
13682,139364.1392148036
163,243977.4325163872
7076,194644.3888412945
7478,312610.4746420959
3029,186456.20443465363
1814,143839.852402829
10057,124808.57279283946
15100,197179.6013461344
12694,221724.1726631289
6291,188797.99481285526
12603,169965.60034067955
3218,214611.25496911784
13456,123671.30834806143
10170,231095.07578048145
4530,168860.1419821804
13329,168384.31529339813
4820,153172.0931560761
10896,176211.8716965191
13416,116005.69144441755
2701,225339.8795686169
11265,345426.9265352296
9189,250843.66021650966
1858,194589.75947962786
14536,243646.37315275182
6199,297814.64536621654
14730,158481.9467630823
7510,252953.96684187668
15505,159968.28451145056
7446,183049.4553366648
14016,189037.60248436566
14113,116940.2700456826
8721,304527.62808902154
6193,315400.212792256
5717,175966.81644588028
5427,301004.71029332804
9520,479777.51531201106
6869,96038.23632833347
1658,158823.84921723648
6639,244597.4250233263
6283,189822.03120078056
6257,130967.41196591967
15235,180919.8617311229
902,271400.6262241336
8932,195261.82456664875
16469,372351.98130798165
2825,255142.74664663553
6450,455318.5662696819
11366,189368.56000173884
3801,382368.63031896984
11385,195641.95399504423
1079,190858.1002772066
3202,225939.0588833381
676,226610.9963538726
6185,275960.1488274741
7730,162931.24004480877
2573,184748.8592098294
10978,202142.77090357908
10962,249425.5632684913
8870,197656.3392641281
8496,179861.6291496791
5517,154140.44478723354
927,179461.577079936
13675,197532.79449337462
1499,224519.10184335537
15536,341019.2201507521
8602,342531.5214718785
12137,454366.79163782595
9865,273111.4083529504
16353,284075.05411711463
15908,202797.65764040206
3944,179573.64217189033
10359,197298.32268566487
15158,229694.77113393368
3259,232629.04195520867
7220,317238.98622158787
13843,205882.23790153253
16736,177429.1726974327
702,236502.86861060627
16401,344856.0076742096
12134,194958.43629623883
6918,227524.49906852643
11792,134414.63229802533
3798,155504.4027278235
10395,134129.3847147128
11099,133720.2037138866
7090,200267.91319893423
11260,191339.37912333105
9647,204779.90668385342
2903,425934.2050206514
2071,187632.9632232455
8604,174150.7561201027
9346,213783.3025919445
3945,204520.62009386526
3420,130852.27708899378
10842,125192.4669002387
725,171344.1422071912
13931,186579.68032560902
16330,211744.01626433525
9066,414438.46478175133
3326,295918.68171263236
1556,269184.10530331614
6579,91411.50444783483
13877,156755.05522576167
9857,332423.69750594394
7302,289049.07314231887
5684,190202.48879149454
6513,218570.54156929467
11342,116983.61453579502
16561,227105.43278876937
6885,170714.2209332602
9308,171142.688937081
2559,222580.29262291678
6648,175695.54849166182
15260,162653.24877526404
5113,189654.3781297643
16492,203965.8937426123
12034,285933.6822848083
7248,212168.05581142116
2171,205160.57896544624
10594,175082.8056566551
13241,212087.6788813525
7032,141155.92015009894
4884,169418.81283795423
903,212476.13810582357
162,179674.57223187588
6566,275922.84157716535
8249,149190.28997281755
13106,141040.10080441425
256,125665.29968085888
7976,176589.66554890675
8575,193483.8170769703
7591,282501.298849635
3204,214297.84321043588
15804,176430.02436943332
1525,321914.6878156168
9038,202093.16617935858
13628,189856.2154592111
10016,200135.66981467433
10208,201603.8599075362
2008,190989.5952658321
13029,191334.97138776313
5099,125891.8650593036
9923,293317.3490661472
9461,113944.75247874057
11086,195393.63924057235
15057,273949.34261292213
10689,189260.91024391502
2053,199419.35259498522
16630,157671.7801480818
4985,173417.8259707228
13881,260995.48877253413
13225,202422.31541727335
5779,67053.33918795637
10262,180170.08677155987
10762,200366.08973662357
9513,190907.4822521504
11128,171595.15538018954
2074,303097.1212044261
933,180780.13998464783
2780,182529.11578467803
6594,114896.03964686955
15394,252132.54257438032
14863,145156.86040135246
6698,213074.29721533286
1611,259720.65533203547
174,195003.07550715253
5160,247385.90272543844
3295,320168.84556683304
4559,414070.6081993163
8254,169363.96348012498
10228,98981.7771044988
13924,130744.14048860106
15341,239436.88424531417
4353,169432.5928378539
4334,73606.71115908885
1872,176437.9736386488
7823,184820.4327396295
310,152509.15860190385
3704,226246.32092954472
11615,291446.5896199332
6605,212647.07062454007
3381,180843.3605499812
2143,140781.83121587915
3191,244166.57407268623
13980,123796.42467394835
15613,157662.93895656455
10943,306457.3923292432
9654,141373.82389264347
16053,589258.5778245473
14931,212936.8429162131
8299,230837.9234881373
2147,166684.07307419644
11567,450787.8542143752
5905,140003.8307722051
11160,117738.51573655046
8275,149564.9318804763
16398,277071.2509163215
11229,176715.7186558668
10309,154544.86462544513
7340,259306.66452160638
7653,163765.12291294808
272,212959.62152363808
9831,216578.4782303153
5016,142642.15043720548
5968,70790.63969720725
796,208746.8966485915
12123,125110.94071987212
16629,186551.43619192572
2637,176294.03770583536
6194,200494.76093653642
6216,362372.12971622497
14346,172219.6458007028
6428,134296.50632362187
2891,217669.2458030232
84,176373.63002726535
9260,220454.51336558847
15250,137272.57747405453
2348,215670.8896178275
10427,283449.07969706797
13230,234536.40534613017
1691,231737.93158523183
8803,116320.33812874542
5464,149389.0363265209
10559,113367.79826767146
16787,292835.12754777615
4278,151385.09183681576
6183,169564.02331193272
12775,148610.78338033688
10104,169810.2267857631
13663,177379.73898830856
9404,245283.48277244825
14724,221940.59530864004
10040,180234.05310280912
4646,188517.71274455273
4754,153741.2932511263
3310,224333.11259877234
2003,192722.49307849613
7312,188647.99213268756
10921,219920.47158226592
13419,283241.54334334924
10105,167637.51283610845
2196,490511.7414272432
12659,231555.44464862763
4380,234240.1148050832
10847,161178.64347924571
10805,290065.6093780759
8709,89655.53283909457
8319,180170.92799400704
2215,183131.69554877307
7000,187138.39365608478
7701,115436.62949428303
9678,194184.71953635293
14026,158942.36369278614
7971,166981.1729039786
13734,152624.31930423027
16483,213179.35586835953
6150,199666.4071481679
2931,278811.7606202659
5418,186402.20377868458
1662,511405.4857664243
2441,210405.60601069962
669,128761.55083414775
7734,195497.01608962475
6010,254627.84648651388
266,135187.5908982718
